date	has_data	n	n_temp	n_rain
2021-08-06	False	0	0	0
2021-08-05	False	0	0	0
2021-08-04	False	0	0	0
2021-08-03	False	0	0	0
2021-08-02	False	0	0	0
2021-08-01	False	0	0	0
2021-07-31	False	0	0	0
2021-07-30	False	0	0	0
2021-07-29	True	58	24	58
2021-07-28	False	0	0	0
2021-07-27	False	0	0	0
2021-07-26	True	57	22	57
2021-07-25	False	0	0	0
2021-07-24	False	0	0	0
2021-07-23	True	58	23	58
2021-07-22	False	0	0	0
2021-07-21	False	0	0	0
2021-07-20	False	0	0	0
2021-07-19	False	0	0	0
2021-07-18	False	0	0	0
2021-07-17	True	54	20	54
2021-07-16	False	0	0	0
2021-07-15	True	54	20	54
2021-07-14	False	0	0	0
2021-07-13	False	0	0	0
2021-07-12	False	0	0	0
2021-07-11	False	0	0	0
2021-07-10	True	57	23	57
2021-07-09	False	0	0	0
2021-07-08	False	0	0	0
2021-07-07	False	0	0	0
2021-07-06	False	0	0	0
2021-07-05	True	57	22	57
2021-07-04	False	0	0	0
2021-07-03	False	0	0	0
2021-07-02	False	0	0	0
2021-07-01	False	0	0	0
2021-06-30	True	58	23	58
2021-06-29	False	0	0	0
2021-06-28	True	51	17	51
2021-06-27	False	0	0	0
2021-06-26	False	0	0	0
2021-06-25	False	0	0	0
2021-06-24	False	0	0	0
2021-06-23	False	0	0	0
2021-06-22	False	0	0	0
2021-06-21	False	0	0	0
2021-06-20	False	0	0	0
2021-06-19	False	0	0	0
2021-06-18	False	0	0	0
2021-06-17	False	0	0	0
2021-06-16	False	0	0	0
2021-06-15	False	0	0	0
2021-06-14	False	0	0	0
2021-06-13	False	0	0	0
2021-06-12	False	0	0	0
2021-06-11	False	0	0	0
2021-06-10	False	0	0	0
2021-06-09	False	0	0	0
2021-06-08	False	0	0	0
2021-06-07	False	0	0	0
2021-06-06	False	0	0	0
2021-06-05	False	0	0	0
2021-06-04	False	0	0	0
2021-06-03	False	0	0	0
2021-06-02	False	0	0	0
2021-06-01	False	0	0	0
2021-05-31	False	0	0	0
2021-05-30	False	0	0	0
2021-05-29	False	0	0	0
